Frame:1
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:2
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:3
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:4
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:5
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:6
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:7
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
Frame:8
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
0,0.0,0.0,0,0.0,0.0
