Set: 1
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
Set: 2
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
Set: 3
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
Set: 4
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
Set: 5
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
Set: 6
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0.00,0.00
